1	101001	1
1	122293	2
1	113024	1
1	12672	1
1	139591	1
1	111509	0
1	131241	0
1	126791	0
1	118349	0
1	109164	0
1	8280	0
1	114372	0
1	115173	0
1	131884	1
1	157813	0
1	101251	0
1	108517	2
1	67021	2
1	122474	0
1	1385	1
1	122866	1
1	144278	1
1	107265	1
1	83816	0
1	63685	0
1	112374	0
1	123064	0
1	140475	2
1	34433	0
1	147252	0
1	110556	0
1	96471	0
1	19942	0
1	65081	1
1	120260	2
1	81349	2
1	150801	2
1	92511	1
1	67678	2
1	136924	2
1	142656	0
1	128230	0
1	112851	0
1	155031	0
1	122446	0
1	114954	0
1	69412	2
1	95877	2
1	123253	1
1	130265	0
1	67540	0
1	103114	0
1	110817	0
1	144451	0
1	125229	0
1	7617	0
1	156617	2
1	67719	0
1	29651	0
1	140270	2
1	390	0
1	122044	0
1	127149	1
1	113041	1
1	123398	2
1	111725	0
1	63319	0
1	52608	1
1	136713	1
1	108322	2
1	89887	0
1	100812	2
1	156744	2
1	98185	2
1	130514	2
1	130223	0
1	122835	0
1	117615	2
1	67883	0
1	142243	0
1	123291	2
1	66528	2
1	63381	0
1	129456	2
1	137206	0
1	138749	1
1	12097	0
1	13727	0
1	133889	1
1	106608	0
1	136435	0
1	139089	0
1	63383	0
1	110475	0
1	117194	0
1	149399	1
1	115844	0
1	62506	0
1	68447	0
1	154470	1
1	64476	1
1	62632	1
1	143510	2
1	13763	1
1	69037	0
1	4273	2
1	157213	1
1	134789	0
1	64595	0
1	68244	0
1	66929	0
1	149079	0
1	142392	2
1	109411	0
1	104578	0
1	125768	0
1	140662	0
1	118392	2
1	155607	0
1	117925	0
1	145491	0
1	151148	0
1	90617	0
1	45050	0
1	125322	0
1	109421	0
1	137602	0
1	152521	0
1	15212	0
1	108789	1
1	109126	0
1	21496	1
1	46791	2
1	114640	0
1	69335	0
1	68300	0
1	152688	0
1	80944	2
1	104736	1
1	64754	0
1	155977	1
1	113088	0
1	117151	0
1	119229	2
1	126385	0
1	69103	0
1	125683	2
1	131060	2
1	139703	0
1	89738	0
1	135526	0
1	62704	2
1	100932	1
1	137658	0
1	101763	0
1	109594	1
1	21122	0
1	138886	0
1	107557	0
1	157613	0
1	119159	1
1	132708	0
1	88010	0
1	143544	1
1	155263	1
1	141893	0
1	124554	0
1	42196	1
1	154478	0
1	97842	1
1	153809	0
1	132125	2
1	115100	2
1	107416	0
1	68153	0
1	84815	1
1	66118	0
1	53335	2
1	138336	1
1	25179	2
1	153529	0
1	126813	0
1	124374	0
1	129029	2
1	100620	1
1	145988	0
1	64862	0
1	128164	0
1	78367	0
1	123717	2
1	109321	2
1	131496	1
1	89030	1
1	131024	0
1	148695	1
1	114117	0
1	62832	1
1	157791	0
1	736	0
1	132501	0
1	63382	0
1	123113	0
1	157331	0
1	137761	0
1	128961	1
1	132490	1
1	154867	0
1	115253	2
1	138619	0
1	68731	0
1	27502	1
1	64764	0
1	139653	2
1	138968	2
1	113550	0
1	156022	2
1	113846	0
1	17055	2
1	10091	0
1	154569	0
1	155151	1
1	135998	0
1	139381	0
1	133128	1
1	147801	0
1	110915	0
1	118454	0
1	68335	0
1	102151	0
1	148110	0
1	134017	0
1	111800	0
1	112921	1
1	143661	0
1	64161	2
1	77350	2
1	154816	1
1	144253	1
1	125524	0
1	154283	0
1	140324	0
1	146108	0
1	107711	1
1	150860	1
1	19493	0
1	115747	0
1	109127	1
1	135428	1
1	129674	0
1	108690	0
1	154092	0
1	92007	0
1	67868	0
1	153040	0
1	128091	0
1	149641	0
1	132556	2
1	124331	0
1	142053	0
1	125512	0
1	111171	0
1	99680	2
1	1912	0
1	127007	0
1	116459	1
1	136111	2
1	131235	0
1	117962	2
1	67916	0
1	123655	0
1	111808	1
1	65830	2
1	111931	2
1	117087	0
1	73768	2
1	125702	0
1	149733	0
1	155781	2
1	39302	0
1	113556	0
1	95985	0
1	14644	0
1	49672	1
1	65377	0
1	97517	0
1	155647	0
1	153191	1
1	67571	0
1	41531	0
1	148443	2
1	138159	0
1	63018	2
1	137627	0
1	110985	1
1	27342	0
1	65245	0
1	85317	0
1	143860	0
1	103345	0
1	133722	1
1	109894	2
1	130465	2
1	144650	0
1	74300	2
1	64090	0
1	19685	0
1	101582	0
1	139239	2
1	86906	0
1	136434	1
1	153760	1
1	66821	0
1	140712	2
1	143806	2
1	69431	0
1	20882	0
1	63449	2
1	97175	0
1	117852	0
1	105411	0
1	151164	0
1	154130	1
1	119447	0
1	64324	0
1	111459	1
1	82387	0
1	39627	1
1	66483	0
1	120007	2
1	110216	2
1	157403	1
1	28073	0
1	149534	1
1	155924	0
1	146407	1
1	65795	0
1	124631	2
1	156167	1
1	4150	0
1	123922	0
1	67360	1
1	147673	2
1	63093	2
1	103062	0
1	137425	0
1	120246	0
1	68486	1
1	80397	1
1	69160	2
1	116127	2
1	67649	1
1	144169	2
1	82562	0
1	1650	0
1	142143	2
1	62992	2
1	107250	0
1	137038	2
1	87811	2
1	114141	2
1	62959	0
1	63864	0
1	138227	0
1	127918	0
1	95769	1
1	147809	0
1	150229	2
1	131900	0
1	76360	1
1	147900	0
1	9031	0
1	93006	0
1	129603	0
1	21129	1
1	119499	0
1	122999	0
1	67940	0
1	109448	0
1	66057	0
1	156710	1
1	147532	0
1	487	2
1	136690	0
1	112819	0
1	120319	0
1	130250	0
1	145706	0
1	127557	2
1	65684	2
1	81395	0
1	86211	1
1	142902	0
1	82883	0
1	111531	1
1	133100	2
1	114472	0
1	62561	0
1	152943	2
1	65867	2
1	68460	0
1	94490	2
1	88368	2
1	140234	0
1	107958	1
1	154389	1
1	134805	1
1	26568	0
1	115503	2
1	110732	2
1	146913	1
1	65576	0
1	66060	0
1	132596	0
1	118520	0
1	135649	1
1	150800	1
1	120057	0
1	136284	0
1	154460	1
1	61743	1
1	66330	0
1	135769	0
1	98906	0
1	116919	0
1	139567	0
1	131730	0
1	76549	1
1	18381	0
1	116309	0
1	118891	0
1	110120	1
1	130690	0
1	121438	0
1	122389	0
1	131399	0
1	111191	2
1	114066	0
1	15015	0
1	152486	0
1	105648	1
1	1973	0
1	124852	0
1	153077	1
1	151338	2
1	138441	1
1	145724	0
1	139842	0
1	71562	0
1	126733	0
1	40323	0
1	138573	0
1	21479	0
1	129609	2
1	63115	2
1	68907	1
1	143482	2
1	22343	0
1	116965	0
1	131237	0
1	69247	0
1	35681	2
1	132133	2
1	121765	0
1	123747	0
1	93516	2
1	69750	0
1	137745	0
1	117303	0
1	116694	0
1	115191	0
1	149432	2
1	105197	2
1	138974	0
1	140376	0
1	93771	2
1	138836	0
1	119031	1
1	74773	1
1	128088	0
1	71862	0
1	154581	0
1	144539	2
1	113163	2
1	17908	0
1	149052	1
1	138837	0
1	105140	1
1	131498	0
1	129272	1
1	144807	0
1	138179	0
1	147286	0
1	157070	2
1	139087	0
1	124006	0
1	13731	0
1	122898	0
1	68573	0
1	89186	0
1	95381	1
1	114243	1
1	64145	0
1	155144	0
1	132569	2
1	126147	1
1	128926	0
1	133386	1
1	113363	0
